2481.0,2019-04-14,08:00:00,2019.0,4.0,14.0,7.0,1.0,pointe,Europe/Paris
27177.0,2022-02-06,08:00:00,2022.0,2.0,6.0,7.0,1.0,pointe,Europe/Paris
1019.0,2019-02-12,10:00:00,2019.0,2.0,12.0,2.0,0.0,hors_pointe,Europe/Paris
3435.0,2019-05-24,02:00:00,2019.0,5.0,24.0,5.0,0.0,hors_pointe,Europe/Paris
1560.0,2019-03-06,23:00:00,2019.0,3.0,6.0,3.0,0.0,hors_pointe,Europe/Paris
16589.0,2020-11-22,04:00:00,2020.0,11.0,22.0,7.0,1.0,hors_pointe,Europe/Paris
31436.0,2022-08-02,19:00:00,2022.0,8.0,2.0,2.0,0.0,pointe,Europe/Paris
28922.0,2022-04-20,01:00:00,2022.0,4.0,20.0,3.0,0.0,hors_pointe,Europe/Paris
13544.0,2020-07-18,07:00:00,2020.0,7.0,18.0,6.0,1.0,pointe,Europe/Paris
32602.0,2022-09-20,09:00:00,2022.0,9.0,20.0,2.0,0.0,pointe,Europe/Paris
26680.0,2022-01-16,15:00:00,2022.0,1.0,16.0,7.0,1.0,hors_pointe,Europe/Paris
19656.0,2021-03-29,23:00:00,2021.0,3.0,29.0,1.0,0.0,hors_pointe,Europe/Paris
12285.0,2020-05-26,20:00:00,2020.0,5.0,26.0,2.0,0.0,hors_pointe,Europe/Paris
10608.0,2020-03-17,23:00:00,2020.0,3.0,17.0,2.0,0.0,hors_pointe,Europe/Paris
8094.0,2019-12-04,05:00:00,2019.0,12.0,4.0,3.0,0.0,hors_pointe,Europe/Paris
4474.0,2019-07-06,09:00:00,2019.0,7.0,6.0,6.0,1.0,pointe,Europe/Paris
1960.0,2019-03-23,15:00:00,2019.0,3.0,23.0,6.0,1.0,hors_pointe,Europe/Paris
28243.0,2022-03-22,18:00:00,2022.0,3.0,22.0,2.0,0.0,pointe,Europe/Paris
27009.0,2022-01-30,08:00:00,2022.0,1.0,30.0,7.0,1.0,pointe,Europe/Paris
23087.0,2021-08-19,22:00:00,2021.0,8.0,19.0,4.0,0.0,hors_pointe,Europe/Paris
6704.0,2019-10-07,07:00:00,2019.0,10.0,7.0,1.0,0.0,pointe,Europe/Paris
14407.0,2020-08-23,06:00:00,2020.0,8.0,23.0,7.0,1.0,hors_pointe,Europe/Paris
31999.0,2022-08-26,06:00:00,2022.0,8.0,26.0,5.0,0.0,hors_pointe,Europe/Paris
25133.0,2021-11-13,04:00:00,2021.0,11.0,13.0,6.0,1.0,hors_pointe,Europe/Paris
17555.0,2021-01-01,10:00:00,2021.0,1.0,1.0,5.0,0.0,hors_pointe,Europe/Paris
30006.0,2022-06-04,05:00:00,2022.0,6.0,4.0,6.0,1.0,hors_pointe,Europe/Paris
23445.0,2021-09-03,20:00:00,2021.0,9.0,3.0,5.0,0.0,hors_pointe,Europe/Paris
30278.0,2022-06-15,13:00:00,2022.0,6.0,15.0,3.0,0.0,hors_pointe,Europe/Paris
3940.0,2019-06-14,03:00:00,2019.0,6.0,14.0,5.0,0.0,hors_pointe,Europe/Paris
2112.0,2019-03-29,23:00:00,2019.0,3.0,29.0,5.0,0.0,hors_pointe,Europe/Paris
10397.0,2020-03-09,04:00:00,2020.0,3.0,9.0,1.0,0.0,hors_pointe,Europe/Paris
11209.0,2020-04-12,00:00:00,2020.0,4.0,12.0,7.0,1.0,hors_pointe,Europe/Paris
29749.0,2022-05-24,12:00:00,2022.0,5.0,24.0,2.0,0.0,hors_pointe,Europe/Paris
7986.0,2019-11-29,17:00:00,2019.0,11.0,29.0,5.0,0.0,pointe,Europe/Paris
16353.0,2020-11-12,08:00:00,2020.0,11.0,12.0,4.0,0.0,pointe,Europe/Paris
20501.0,2021-05-04,04:00:00,2021.0,5.0,4.0,2.0,0.0,hors_pointe,Europe/Paris
